"","id.x","name","pbw_cs","pbw_choice","pbw_choicenumeric","sweight","seq","task","sample","ocean_days","seafood_eat","demoone_gender","demoone_education","demotwo_livedCanada","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","distance_FSA","distance_FSAc","rec","jobs","jobs2","demothree_age_num"
"14795",99911640,"English11640",7,"CleanWaters",9,1,1,8,"ON","morethan100",36,"female","college","morethan20","no","yes","dontknow",7,2,"45to54",1003029.91531782,">1000km",4,"none","none",49.5
"14797",99911640,"English11640",10,"Biodiversity",10,1,1,9,"ON","morethan100",36,"female","college","morethan20","no","yes","dontknow",7,2,"45to54",1003029.91531782,">1000km",4,"none","none",49.5
"14799",99911640,"English11640",4,"CarbonStorage",4,1,1,10,"ON","morethan100",36,"female","college","morethan20","no","yes","dontknow",7,2,"45to54",1003029.91531782,">1000km",4,"none","none",49.5
"14801",99911641,"English11641",8,"CleanWaters",9,1,1,1,"PR","lessthan5",4.5,"female","bachelors","morethan20","yes","no","NDP",6,6,"25to34",778584.758989125,">1000km",1,"none","none",29.5
"14803",99911641,"English11641",6,"IconicPlacesandSpecies",8,1,1,2,"PR","lessthan5",4.5,"female","bachelors","morethan20","yes","no","NDP",6,6,"25to34",778584.758989125,">1000km",1,"none","none",29.5
"14805",99911641,"English11641",2,"CleanWaters",9,1,1,3,"PR","lessthan5",4.5,"female","bachelors","morethan20","yes","no","NDP",6,6,"25to34",778584.758989125,">1000km",1,"none","none",29.5
"14807",99911641,"English11641",1,"Biodiversity",10,1,1,4,"PR","lessthan5",4.5,"female","bachelors","morethan20","yes","no","NDP",6,6,"25to34",778584.758989125,">1000km",1,"none","none",29.5
"14809",99911641,"English11641",7,"CleanWaters",9,1,1,5,"PR","lessthan5",4.5,"female","bachelors","morethan20","yes","no","NDP",6,6,"25to34",778584.758989125,">1000km",1,"none","none",29.5
"14811",99911641,"English11641",4,"CarbonStorage",4,1,1,6,"PR","lessthan5",4.5,"female","bachelors","morethan20","yes","no","NDP",6,6,"25to34",778584.758989125,">1000km",1,"none","none",29.5
"14813",99911641,"English11641",9,"CleanWaters",9,1,1,7,"PR","lessthan5",4.5,"female","bachelors","morethan20","yes","no","NDP",6,6,"25to34",778584.758989125,">1000km",1,"none","none",29.5
"14815",99911641,"English11641",10,"Biodiversity",10,1,1,8,"PR","lessthan5",4.5,"female","bachelors","morethan20","yes","no","NDP",6,6,"25to34",778584.758989125,">1000km",1,"none","none",29.5
"14817",99911641,"English11641",5,"CleanWaters",9,1,1,9,"PR","lessthan5",4.5,"female","bachelors","morethan20","yes","no","NDP",6,6,"25to34",778584.758989125,">1000km",1,"none","none",29.5
"14819",99911641,"English11641",3,"Biodiversity",10,1,1,10,"PR","lessthan5",4.5,"female","bachelors","morethan20","yes","no","NDP",6,6,"25to34",778584.758989125,">1000km",1,"none","none",29.5
"14821",99911642,"English11642",1,"Biodiversity",10,1,1,1,"ON","none",52,"female","HS","morethan20","no","no","dontknow",7,6,"35to44",760463.870597209,">1000km",1,"none","none",39.5
"14823",99911642,"English11642",7,"IconicPlacesandSpecies",8,1,1,2,"ON","none",52,"female","HS","morethan20","no","no","dontknow",7,6,"35to44",760463.870597209,">1000km",1,"none","none",39.5
"14825",99911642,"English11642",6,"IconicPlacesandSpecies",8,1,1,3,"ON","none",52,"female","HS","morethan20","no","no","dontknow",7,6,"35to44",760463.870597209,">1000km",1,"none","none",39.5
"14827",99911642,"English11642",4,"CoastalProtection",5,1,1,4,"ON","none",52,"female","HS","morethan20","no","no","dontknow",7,6,"35to44",760463.870597209,">1000km",1,"none","none",39.5
"14829",99911642,"English11642",10,"Foodprovision",1,1,1,5,"ON","none",52,"female","HS","morethan20","no","no","dontknow",7,6,"35to44",760463.870597209,">1000km",1,"none","none",39.5
"14831",99911642,"English11642",5,"Biodiversity",10,1,1,6,"ON","none",52,"female","HS","morethan20","no","no","dontknow",7,6,"35to44",760463.870597209,">1000km",1,"none","none",39.5
"14833",99911642,"English11642",8,"IconicPlacesandSpecies",8,1,1,7,"ON","none",52,"female","HS","morethan20","no","no","dontknow",7,6,"35to44",760463.870597209,">1000km",1,"none","none",39.5
"14835",99911642,"English11642",2,"IconicPlacesandSpecies",8,1,1,8,"ON","none",52,"female","HS","morethan20","no","no","dontknow",7,6,"35to44",760463.870597209,">1000km",1,"none","none",39.5
"14837",99911642,"English11642",9,"CleanWaters",9,1,1,9,"ON","none",52,"female","HS","morethan20","no","no","dontknow",7,6,"35to44",760463.870597209,">1000km",1,"none","none",39.5
"14839",99911642,"English11642",3,"IconicPlacesandSpecies",8,1,1,10,"ON","none",52,"female","HS","morethan20","no","no","dontknow",7,6,"35to44",760463.870597209,">1000km",1,"none","none",39.5
"14841",99911643,"English11643",9,"CleanWaters",9,1,1,1,"ON","none",4.5,"female","college","morethan20","no","no","dontknow",9,7,"25to34",756377.556833342,">1000km",1,"none","none",29.5
"14843",99911643,"English11643",4,"CoastalLivelihoods",6,1,1,2,"ON","none",4.5,"female","college","morethan20","no","no","dontknow",9,7,"25to34",756377.556833342,">1000km",1,"none","none",29.5
"14845",99911643,"English11643",7,"CoastalProtection",5,1,1,3,"ON","none",4.5,"female","college","morethan20","no","no","dontknow",9,7,"25to34",756377.556833342,">1000km",1,"none","none",29.5
"14847",99911643,"English11643",6,"CoastalLivelihoods",6,1,1,4,"ON","none",4.5,"female","college","morethan20","no","no","dontknow",9,7,"25to34",756377.556833342,">1000km",1,"none","none",29.5
"14849",99911643,"English11643",8,"CoastalLivelihoods",6,1,1,5,"ON","none",4.5,"female","college","morethan20","no","no","dontknow",9,7,"25to34",756377.556833342,">1000km",1,"none","none",29.5
"14851",99911643,"English11643",3,"CoastalProtection",5,1,1,6,"ON","none",4.5,"female","college","morethan20","no","no","dontknow",9,7,"25to34",756377.556833342,">1000km",1,"none","none",29.5
"14853",99911643,"English11643",10,"CoastalLivelihoods",6,1,1,7,"ON","none",4.5,"female","college","morethan20","no","no","dontknow",9,7,"25to34",756377.556833342,">1000km",1,"none","none",29.5
"14855",99911643,"English11643",2,"CleanWaters",9,1,1,8,"ON","none",4.5,"female","college","morethan20","no","no","dontknow",9,7,"25to34",756377.556833342,">1000km",1,"none","none",29.5
"14857",99911643,"English11643",5,"CoastalLivelihoods",6,1,1,9,"ON","none",4.5,"female","college","morethan20","no","no","dontknow",9,7,"25to34",756377.556833342,">1000km",1,"none","none",29.5
"14859",99911643,"English11643",1,"CoastalProtection",5,1,1,10,"ON","none",4.5,"female","college","morethan20","no","no","dontknow",9,7,"25to34",756377.556833342,">1000km",1,"none","none",29.5
"14861",99911644,"English11644",4,"CoastalProtection",5,1,1,1,"ON","lessthan5",9,"male","somepost","morethan20","no","no","NDP",9,3,"45to54",731444.810966234,">1000km",1,"none","none",49.5
"14863",99911644,"English11644",10,"CoastalLivelihoods",6,1,1,2,"ON","lessthan5",9,"male","somepost","morethan20","no","no","NDP",9,3,"45to54",731444.810966234,">1000km",1,"none","none",49.5
"14865",99911644,"English11644",1,"Biodiversity",10,1,1,3,"ON","lessthan5",9,"male","somepost","morethan20","no","no","NDP",9,3,"45to54",731444.810966234,">1000km",1,"none","none",49.5
"14867",99911644,"English11644",5,"CleanWaters",9,1,1,4,"ON","lessthan5",9,"male","somepost","morethan20","no","no","NDP",9,3,"45to54",731444.810966234,">1000km",1,"none","none",49.5
"14869",99911644,"English11644",6,"CoastalLivelihoods",6,1,1,5,"ON","lessthan5",9,"male","somepost","morethan20","no","no","NDP",9,3,"45to54",731444.810966234,">1000km",1,"none","none",49.5
"14871",99911644,"English11644",9,"CarbonStorage",4,1,1,6,"ON","lessthan5",9,"male","somepost","morethan20","no","no","NDP",9,3,"45to54",731444.810966234,">1000km",1,"none","none",49.5
"14873",99911644,"English11644",7,"CleanWaters",9,1,1,7,"ON","lessthan5",9,"male","somepost","morethan20","no","no","NDP",9,3,"45to54",731444.810966234,">1000km",1,"none","none",49.5
"14875",99911644,"English11644",3,"CoastalProtection",5,1,1,8,"ON","lessthan5",9,"male","somepost","morethan20","no","no","NDP",9,3,"45to54",731444.810966234,">1000km",1,"none","none",49.5
"14877",99911644,"English11644",8,"CleanWaters",9,1,1,9,"ON","lessthan5",9,"male","somepost","morethan20","no","no","NDP",9,3,"45to54",731444.810966234,">1000km",1,"none","none",49.5
"14879",99911644,"English11644",2,"CleanWaters",9,1,1,10,"ON","lessthan5",9,"male","somepost","morethan20","no","no","NDP",9,3,"45to54",731444.810966234,">1000km",1,"none","none",49.5
"14881",99911645,"English11645",1,"Foodprovision",1,1,1,1,"ON","5to9",9,"male","bachelors","11to20","yes","no","noresponse",7,6,"45to54",728754.714826925,">1000km",2,"transport","extract",49.5
"14883",99911645,"English11645",9,"CleanWaters",9,1,1,2,"ON","5to9",9,"male","bachelors","11to20","yes","no","noresponse",7,6,"45to54",728754.714826925,">1000km",2,"transport","extract",49.5
"14885",99911645,"English11645",3,"CoastalProtection",5,1,1,3,"ON","5to9",9,"male","bachelors","11to20","yes","no","noresponse",7,6,"45to54",728754.714826925,">1000km",2,"transport","extract",49.5
"14887",99911645,"English11645",2,"CleanWaters",9,1,1,4,"ON","5to9",9,"male","bachelors","11to20","yes","no","noresponse",7,6,"45to54",728754.714826925,">1000km",2,"transport","extract",49.5
"14889",99911645,"English11645",4,"CoastalLivelihoods",6,1,1,5,"ON","5to9",9,"male","bachelors","11to20","yes","no","noresponse",7,6,"45to54",728754.714826925,">1000km",2,"transport","extract",49.5
"14891",99911645,"English11645",10,"CoastalLivelihoods",6,1,1,6,"ON","5to9",9,"male","bachelors","11to20","yes","no","noresponse",7,6,"45to54",728754.714826925,">1000km",2,"transport","extract",49.5
"14893",99911645,"English11645",8,"CleanWaters",9,1,1,7,"ON","5to9",9,"male","bachelors","11to20","yes","no","noresponse",7,6,"45to54",728754.714826925,">1000km",2,"transport","extract",49.5
"14895",99911645,"English11645",5,"CoastalProtection",5,1,1,8,"ON","5to9",9,"male","bachelors","11to20","yes","no","noresponse",7,6,"45to54",728754.714826925,">1000km",2,"transport","extract",49.5
"14897",99911645,"English11645",7,"CleanWaters",9,1,1,9,"ON","5to9",9,"male","bachelors","11to20","yes","no","noresponse",7,6,"45to54",728754.714826925,">1000km",2,"transport","extract",49.5
"14899",99911645,"English11645",6,"CoastalLivelihoods",6,1,1,10,"ON","5to9",9,"male","bachelors","11to20","yes","no","noresponse",7,6,"45to54",728754.714826925,">1000km",2,"transport","extract",49.5
"14901",99911647,"English11647",7,"CleanWaters",9,1,1,1,"ON","none",18,"female","bachelors","morethan20","no","no","CPC",5,6,"25to34",902584.22549944,">1000km",1,"none","none",29.5
"14903",99911647,"English11647",10,"Foodprovision",1,1,1,2,"ON","none",18,"female","bachelors","morethan20","no","no","CPC",5,6,"25to34",902584.22549944,">1000km",1,"none","none",29.5
"14905",99911647,"English11647",4,"Foodprovision",1,1,1,3,"ON","none",18,"female","bachelors","morethan20","no","no","CPC",5,6,"25to34",902584.22549944,">1000km",1,"none","none",29.5
"14907",99911647,"English11647",8,"CleanWaters",9,1,1,4,"ON","none",18,"female","bachelors","morethan20","no","no","CPC",5,6,"25to34",902584.22549944,">1000km",1,"none","none",29.5
"14909",99911647,"English11647",5,"CleanWaters",9,1,1,5,"ON","none",18,"female","bachelors","morethan20","no","no","CPC",5,6,"25to34",902584.22549944,">1000km",1,"none","none",29.5
"14911",99911647,"English11647",1,"Foodprovision",1,1,1,6,"ON","none",18,"female","bachelors","morethan20","no","no","CPC",5,6,"25to34",902584.22549944,">1000km",1,"none","none",29.5
"14913",99911647,"English11647",3,"CoastalProtection",5,1,1,7,"ON","none",18,"female","bachelors","morethan20","no","no","CPC",5,6,"25to34",902584.22549944,">1000km",1,"none","none",29.5
"14915",99911647,"English11647",2,"CleanWaters",9,1,1,8,"ON","none",18,"female","bachelors","morethan20","no","no","CPC",5,6,"25to34",902584.22549944,">1000km",1,"none","none",29.5
"14917",99911647,"English11647",9,"CleanWaters",9,1,1,9,"ON","none",18,"female","bachelors","morethan20","no","no","CPC",5,6,"25to34",902584.22549944,">1000km",1,"none","none",29.5
"14919",99911647,"English11647",6,"CoastalLivelihoods",6,1,1,10,"ON","none",18,"female","bachelors","morethan20","no","no","CPC",5,6,"25to34",902584.22549944,">1000km",1,"none","none",29.5
"14921",99911648,"English11648",9,"CleanWaters",9,1,1,1,"MR","dontknow",9,"male","somepost","morethan20","no","no","dontknow",4,3,"45to54",10102.3916847981,"<100km",1,"none","none",49.5
"14923",99911648,"English11648",2,"Foodprovision",1,1,1,2,"MR","dontknow",9,"male","somepost","morethan20","no","no","dontknow",4,3,"45to54",10102.3916847981,"<100km",1,"none","none",49.5
"14925",99911648,"English11648",3,"NonFoodProducts",3,1,1,3,"MR","dontknow",9,"male","somepost","morethan20","no","no","dontknow",4,3,"45to54",10102.3916847981,"<100km",1,"none","none",49.5
"14927",99911648,"English11648",6,"CoastalLivelihoods",6,1,1,4,"MR","dontknow",9,"male","somepost","morethan20","no","no","dontknow",4,3,"45to54",10102.3916847981,"<100km",1,"none","none",49.5
"14929",99911648,"English11648",8,"Foodprovision",1,1,1,5,"MR","dontknow",9,"male","somepost","morethan20","no","no","dontknow",4,3,"45to54",10102.3916847981,"<100km",1,"none","none",49.5
"14931",99911648,"English11648",5,"CoastalLivelihoods",6,1,1,6,"MR","dontknow",9,"male","somepost","morethan20","no","no","dontknow",4,3,"45to54",10102.3916847981,"<100km",1,"none","none",49.5
"14933",99911648,"English11648",1,"Foodprovision",1,1,1,7,"MR","dontknow",9,"male","somepost","morethan20","no","no","dontknow",4,3,"45to54",10102.3916847981,"<100km",1,"none","none",49.5
"14935",99911648,"English11648",7,"CleanWaters",9,1,1,8,"MR","dontknow",9,"male","somepost","morethan20","no","no","dontknow",4,3,"45to54",10102.3916847981,"<100km",1,"none","none",49.5
"14937",99911648,"English11648",10,"Foodprovision",1,1,1,9,"MR","dontknow",9,"male","somepost","morethan20","no","no","dontknow",4,3,"45to54",10102.3916847981,"<100km",1,"none","none",49.5
"14939",99911648,"English11648",4,"Foodprovision",1,1,1,10,"MR","dontknow",9,"male","somepost","morethan20","no","no","dontknow",4,3,"45to54",10102.3916847981,"<100km",1,"none","none",49.5
"14941",99911650,"English11650",3,"IconicPlacesandSpecies",8,1,1,1,"PR","5to9",18,"male","bachelors","morethan20","no","no","CPC",5,5,"25to34",821012.754537364,">1000km",2,"none","none",29.5
"14943",99911650,"English11650",8,"CleanWaters",9,1,1,2,"PR","5to9",18,"male","bachelors","morethan20","no","no","CPC",5,5,"25to34",821012.754537364,">1000km",2,"none","none",29.5
"14945",99911650,"English11650",10,"Foodprovision",1,1,1,3,"PR","5to9",18,"male","bachelors","morethan20","no","no","CPC",5,5,"25to34",821012.754537364,">1000km",2,"none","none",29.5
"14947",99911650,"English11650",2,"CleanWaters",9,1,1,4,"PR","5to9",18,"male","bachelors","morethan20","no","no","CPC",5,5,"25to34",821012.754537364,">1000km",2,"none","none",29.5
"14949",99911650,"English11650",1,"Foodprovision",1,1,1,5,"PR","5to9",18,"male","bachelors","morethan20","no","no","CPC",5,5,"25to34",821012.754537364,">1000km",2,"none","none",29.5
"14951",99911650,"English11650",7,"CleanWaters",9,1,1,6,"PR","5to9",18,"male","bachelors","morethan20","no","no","CPC",5,5,"25to34",821012.754537364,">1000km",2,"none","none",29.5
"14953",99911650,"English11650",5,"CleanWaters",9,1,1,7,"PR","5to9",18,"male","bachelors","morethan20","no","no","CPC",5,5,"25to34",821012.754537364,">1000km",2,"none","none",29.5
"14955",99911650,"English11650",6,"IconicPlacesandSpecies",8,1,1,8,"PR","5to9",18,"male","bachelors","morethan20","no","no","CPC",5,5,"25to34",821012.754537364,">1000km",2,"none","none",29.5
"14957",99911650,"English11650",9,"CleanWaters",9,1,1,9,"PR","5to9",18,"male","bachelors","morethan20","no","no","CPC",5,5,"25to34",821012.754537364,">1000km",2,"none","none",29.5
"14959",99911650,"English11650",4,"Foodprovision",1,1,1,10,"PR","5to9",18,"male","bachelors","morethan20","no","no","CPC",5,5,"25to34",821012.754537364,">1000km",2,"none","none",29.5
"14961",99911651,"English11651",10,"Biodiversity",10,1,1,1,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",7,5,"45to54",752744.524020639,">1000km",1,"none","none",49.5
"14963",99911651,"English11651",5,"CleanWaters",9,1,1,2,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",7,5,"45to54",752744.524020639,">1000km",1,"none","none",49.5
"14965",99911651,"English11651",9,"CleanWaters",9,1,1,3,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",7,5,"45to54",752744.524020639,">1000km",1,"none","none",49.5
"14967",99911651,"English11651",1,"Biodiversity",10,1,1,4,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",7,5,"45to54",752744.524020639,">1000km",1,"none","none",49.5
"14969",99911651,"English11651",8,"CleanWaters",9,1,1,5,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",7,5,"45to54",752744.524020639,">1000km",1,"none","none",49.5
"14971",99911651,"English11651",7,"CleanWaters",9,1,1,6,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",7,5,"45to54",752744.524020639,">1000km",1,"none","none",49.5
"14973",99911651,"English11651",4,"CoastalLivelihoods",6,1,1,7,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",7,5,"45to54",752744.524020639,">1000km",1,"none","none",49.5
"14975",99911651,"English11651",3,"IconicPlacesandSpecies",8,1,1,8,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",7,5,"45to54",752744.524020639,">1000km",1,"none","none",49.5
"14977",99911651,"English11651",6,"IconicPlacesandSpecies",8,1,1,9,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",7,5,"45to54",752744.524020639,">1000km",1,"none","none",49.5
"14979",99911651,"English11651",2,"CleanWaters",9,1,1,10,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",7,5,"45to54",752744.524020639,">1000km",1,"none","none",49.5
