"X" "sample" "subsid" "pid" "name" "id" "complete" "user_las" "ip" "date" "time_in" "time_out" "user_bro" "user_set" "user_lan" "user_com" "IMP_Orde" "DCE_pg1" "DCE_leas" "DCE_most" "DCE_pg2" "DCE_leas" "DCE_most" "DCE_pg3" "DCE_leas" "DCE_most" "DCE_pg4" "DCE_leas" "DCE_most" "DCE_pg5" "DCE_leas" "DCE_most" "DCE_pg6" "DCE_leas" "DCE_most" "DCE_pg7" "DCE_leas" "DCE_most" "DCE_pg8" "DCE_leas" "DCE_most" "DCE_pg9" "DCE_leas" "DCE_most" "DCE_pg10" "DCE_leas" "DCE_most" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "ocean_da" "rec_swim" "rec_boat" "rec_surf" "rec_scub" "rec_powe" "rec_recf" "rec_sigh" "rec_none" "rec_othe" "rec_spec" "jobs_com" "jobs_aqu" "jobs_fir" "jobs_tou" "jobs_tra" "jobs_por" "jobs_gov" "jobs_non" "jobs_oth" "jobs_spe" "seafood_" "foodprov" "foodprov" "aborigin" "aborigin" "nonfood_" "nonfood_" "carbonst" "carbonst" "coastalp" "coastalp" "coastall" "coastall" "tourismr" "tourismr" "icons_ge" "icons_xx" "cleanwat" "cleanwat" "biodiver" "biodiver" "demoone_" "demoone_" "demotwo_" "demotwo_" "envr_org" "envr_pro" "politica" "demothre" "demothre" "demothre" "comments"
"1259" 1197 "MR" 410094196 "" "English11821" 11821 "y" "hco_thankyou.php" "" "24/03/2014" "19:00:17" "19:06:57" "Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53" "11" "English" 1213 54321 2 2 1 6 2 6 10 10 1 3 8 5 8 8 1 9 2 9 5 2 5 4 2 1 7 8 9 1 10 1 "" "" "" "" "" "" "" "" "" "" "5to9" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "5" "" "3" "" "3" "" "4" "" "4" "" "4" "" "3" "" "4" "" "5" "" "3" "" "female" "college" "morethan20" "A1L" "no" "no" "noparty" "9" "3" "45to54" ""
"1260" 1198 "ON" 410104959 "" "English11822" 11822 "y" "hco_thankyou.php" "" "24/03/2014" "19:01:24" "19:12:05" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 1214 12345 7 7 9 8 3 9 10 7 10 2 2 9 6 2 8 9 2 9 4 2 1 3 3 8 5 2 9 1 7 10 "" "" "" "" "" "" "" "" "" "" "lessthan5" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "3" "" "1" "" "3" "" "3" "" "4" "" "4" "" "3" "" "4" "" "4" "" "4" "" "male" "college" "morethan20" "l6r" "no" "no" "noparty" "3" "4" "35to44" ""
"1261" 1199 "ON" 410127556 "" "English11823" 11823 "y" "hco_thankyou.php" "" "24/03/2014" "19:01:33" "19:11:28" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "English" 1215 54321 6 2 8 9 7 9 7 7 9 1 7 10 10 7 10 5 2 9 4 2 4 2 2 9 3 3 4 8 3 9 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "4" "" "2" "" "3" "" "5" "" "5" "" "4" "" "3" "" "4" "" "5" "" "5" "" "female" "bachelors" "morethan20" "K0A" "yes" "yes" "green" "6" "2" "25to34" "I am happy to take part in this type of survey and I hope the findings are useful in protecting our oceans."
"1262" 1200 "ON" 410001591 "" "English11824" 11824 "y" "hco_thankyou.php" "" "24/03/2014" "19:02:34" "19:12:21" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" "11" "English" 1216 12345 7 7 9 2 2 1 3 3 4 9 7 9 4 1 4 6 3 6 10 7 4 1 3 5 8 3 9 5 2 9 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "5" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "L4N" "no" "no" "noresponse" "6" "2" "45to54" ""
"1263" 1202 "PR" 410048221 "" "English11826" 11826 "y" "hco_thankyou.php" "" "24/03/2014" "19:04:23" "19:12:19" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)" "11" "English" 1218 12345 2 2 9 7 7 9 4 2 6 6 2 6 5 2 9 1 7 1 9 2 9 10 4 6 3 3 5 8 3 9 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "4" "" "2" "" "4" "" "4" "" "4" "" "4" "" "3" "" "4" "" "5" "" "5" "" "female" "college" "morethan20" "T1K" "no" "no" "dontknow" "8" "2" "45to54" ""
"1264" 1203 "ON" 410183811 "" "English11827" 11827 "y" "hco_thankyou.php" "" "24/03/2014" "19:05:18" "19:13:15" "Mozilla/5.0 (Windows NT 6.2; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "English" 1219 54321 10 7 1 2 2 9 7 7 9 1 3 5 5 2 9 8 8 9 4 2 5 3 3 5 6 3 6 9 3 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "HS" "morethan20" "l9r" "no" "no" "liberal" "7" "3" "45to54" "very interesting and enlightning"
"1265" 1204 "ON" 410010510 "" "English11829" 11829 "y" "hco_thankyou.php" "" "24/03/2014" "19:06:50" "19:13:53" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0" "11" "English" 1221 54321 9 7 9 7 7 9 1 7 10 10 7 10 2 8 9 8 3 9 6 7 6 3 3 10 5 5 9 4 5 6 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "5" "" "5" "" "3" "" "5" "" "5" "" "5" "" "3" "" "4" "" "5" "" "5" "" "female" "bachelors" "morethan20" "l0r" "no" "no" "dontknow" "6" "4" "25to34" ""
"1266" 1206 "PR" 410115844 "" "English11830" 11830 "y" "hco_thankyou.php" "" "24/03/2014" "19:08:37" "19:14:13" "Mozilla/5.0 (Linux; U; Android 3.1; en-us; AT100 Build/HMJ37) AppleWebKit/534.13 (KHTML, like Gecko) Version/4.0 Safari/534.13" "11" "English" 1222 12345 8 6 9 5 2 9 6 2 8 1 7 5 7 7 9 10 7 4 4 2 4 3 3 5 9 2 9 2 2 9 "" "" "" "" "" "" "" "" "" "" "lessthan5" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "5" "" "1" "" "5" "" "5" "" "5" "" "2" "" "4" "" "5" "" "5" "" "5" "" "male" "bachelors" "morethan20" "r3n" "no" "yes" "CPC" "4" "4" "35to44" "Thank you for this,if we don't clean up our Oceans we will face a untimely demise"
"1267" 1207 "ON" 410006646 "" "English11831" 11831 "y" "hco_thankyou.php" "" "24/03/2014" "19:11:34" "19:17:10" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 1223 54321 5 10 9 9 4 9 2 10 9 6 8 6 3 4 3 1 10 1 7 4 9 10 10 1 4 4 6 8 8 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "4" "" "3" "" "3" "" "2" "" "3" "" "4" "" "3" "" "3" "" "4" "" "2" "" "female" "bachelors" "morethan20" "N0H" "no" "no" "CPC" "9" "4" "35to44" ""
"1268" 1208 "PR" 410019003 "" "English11832" 11832 "y" "hco_thankyou.php" "" "24/03/2014" "19:15:30" "19:24:09" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "English" 1224 12345 1 10 5 8 1 9 9 2 9 4 2 5 10 4 6 3 3 8 7 4 9 2 2 9 6 2 8 5 2 9 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "3" "" "1" "" "3" "" "3" "" "3" "" "4" "" "4" "" "4" "" "5" "" "4" "" "female" "HS" "morethan20" "R2J" "no" "no" "NDP" "6" "3" "25to34" ""
"1269" 1209 "ON" 410064364 "" "English11833" 11833 "y" "hco_thankyou.php" "" "24/03/2014" "19:16:42" "19:22:14" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; ASU2JS; rv:11.0) like Gecko" "11" "English" 1225 54321 4 2 5 6 2 7 9 2 9 2 2 9 10 6 1 5 2 9 7 8 9 8 6 9 1 10 1 3 8 5 "" "" "" "" "" "" "" "" "" "" "none" "1" "1" "" "" "1" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "1" "" "4" "" "4" "" "5" "" "4" "" "5" "" "4" "" "5" "" "3" "" "female" "college" "morethan20" "P0H" "no" "no" "dontknow" "3" "2" "25to34" "I believe that aboriginals should have the same rights as everyone else and we shouldn't still be paying them back for things that happened so long ago. I don't think it's right that they can claim lands and can bring in more fish than everyone else."
"1270" 1211 "PR" 410198984 "" "English11835" 11835 "y" "hco_thankyou.php" "" "24/03/2014" "19:18:36" "19:29:26" "Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0" "11" "English" 1227 54321 10 7 6 5 2 9 6 8 6 9 2 9 4 2 6 8 3 9 2 2 10 7 8 9 3 8 5 1 7 1 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "3" "" "3" "" "4" "" "5" "" "5" "" "3" "" "3" "" "5" "" "5" "" "male" "bachelors" "morethan20" "R2P" "no" "no" "noresponse" "5" "2" "35to44" ""
"1271" 1212 "BC" 410026491 "" "English11836" 11836 "y" "hco_thankyou.php" "" "24/03/2014" "19:19:23" "19:26:18" "Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "English" 1228 12345 9 2 9 5 2 9 4 2 1 2 2 9 8 6 9 3 3 5 6 2 8 10 7 1 7 7 9 1 7 1 "" "" "" "" "" "" "" "" "" "" "50to100" "" "1" "" "" "" "1" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "2" "" "5" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "male" "college" "morethan20" "V5N" "no" "no" "noparty" "4" "1" "45to54" ""
"1272" 1213 "ON" 410128381 "" "English11837" 11837 "y" "hco_thankyou.php" "" "24/03/2014" "19:23:00" "19:28:35" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "English" 1229 54321 7 7 9 2 2 9 5 6 9 8 3 9 4 6 5 1 3 10 10 7 10 3 3 10 6 3 8 9 3 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "4" "" "4" "" "1" "" "4" "" "4" "" "5" "" "3" "" "5" "" "5" "" "5" "" "male" "bachelors" "morethan20" "M1T" "no" "no" "liberal" "6" "3" "25to34" ""
"1273" 1214 "MR" 410093101 "" "English11838" 11838 "y" "hco_thankyou.php" "" "24/03/2014" "19:25:22" "19:33:38" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53" "11" "English" 1230 12345 2 2 9 8 3 9 9 2 4 3 3 10 5 2 10 7 7 4 6 2 8 4 2 4 1 7 10 10 7 10 "" "" "" "" "" "" "" "" "" "" "lessthan5" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "1" "" "3" "" "5" "" "4" "" "3" "" "2" "" "3" "" "5" "" "4" "" "male" "graduate" "morethan20" "E3c" "no" "no" "CPC" "5" "5" "35to44" ""
"1274" 1217 "BC" 410126258 "" "English11841" 11841 "y" "hco_thankyou.php" "" "24/03/2014" "19:30:48" "19:40:35" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "English" 1233 54321 5 2 9 9 2 9 2 2 9 6 2 8 3 4 8 1 7 1 7 8 9 10 4 6 4 2 5 8 3 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "4" "" "2" "" "3" "" "4" "" "4" "" "3" "" "3" "" "4" "" "5" "" "4" "" "male" "somepost" "morethan20" "V0B" "dontknow" "no" "noparty" "1" "1" "45to54" "Stop pollution, NO more pipelines ever!!"
"1275" 1221 "ON" 410127748 "" "English11845" 11845 "y" "hco_thankyou.php" "" "24/03/2014" "19:37:30" "19:42:59" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "English" 1237 54321 10 7 10 5 2 9 6 3 8 9 3 9 4 2 4 8 3 9 2 8 9 7 7 9 3 3 10 1 7 10 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "4" "" "2" "" "5" "" "5" "" "4" "" "4" "" "4" "" "5" "" "5" "" "male" "graduate" "morethan20" "l8s" "no" "no" "noparty" "8" "1" "25to34" ""
"1276" 1222 "ON" 410010770 "" "English11846" 11846 "y" "hco_thankyou.php" "" "24/03/2014" "19:40:00" "19:47:11" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 1238 12345 9 2 9 5 2 6 4 2 6 2 2 8 8 3 9 3 3 10 6 3 6 10 7 10 7 7 9 1 3 10 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "1" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "college" "morethan20" "L8G" "yes" "no" "NDP" "9" "3" "25to34" ""
"1277" 1224 "ON" 410019551 "" "English11848" 11848 "y" "hco_thankyou.php" "" "24/03/2014" "19:42:34" "20:18:32" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; InfoPath.3; .NET CLR 1.1.4322)" "11" "English" 1240 12345 2 2 9 8 6 9 9 2 9 3 3 4 5 2 9 7 7 9 6 2 8 4 2 4 1 3 10 10 6 4 "" "" "" "" "" "" "" "" "" "" "none" "1" "1" "" "" "1" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "2" "" "5" "" "5" "" "5" "" "3" "" "5" "" "5" "" "5" "" "5" "" "male" "college" "morethan20" "L0R" "no" "no" "CPC" "7" "4" "45to54" ""
"1278" 1226 "PR" 410097120 "" "English11850" 11850 "y" "hco_thankyou.php" "" "24/03/2014" "19:47:42" "19:55:48" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9" "11" "English" 1242 12345 8 3 8 5 2 9 6 2 8 1 3 5 7 4 9 10 4 6 4 2 5 3 3 8 9 2 9 2 2 9 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "2" "" "1" "" "1" "" "1" "" "1" "" "1" "" "2" "" "5" "" "4" "" "3" "" "male" "HS" "morethan20" "r3c" "no" "no" "liberal" "4" "1" "35to44" ""
"1279" 1227 "PR" 410183824 "" "English11852" 11852 "y" "hco_thankyou.php" "" "24/03/2014" "19:55:28" "20:16:03" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36" "11" "English" 1244 12345 3 3 5 7 7 9 9 2 9 2 2 9 10 6 10 5 2 9 1 3 5 4 2 5 8 3 9 6 2 8 "" "" "" "" "checked" "" "" "" "checked" "checked" "morethan100" "1" "" "" "" "" "1" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "4" "" "3" "" "4" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "B3G" "no" "no" "dontknow" "4" "2" "25to34" ""
"1280" 1228 "ON" 410152497 "" "English11851" 11851 "y" "hco_thankyou.php" "" "24/03/2014" "19:51:06" "20:02:21" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "English" 1243 54321 5 10 9 9 7 9 2 8 9 6 7 6 3 8 4 1 7 1 7 7 9 10 7 1 4 5 1 8 8 9 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "5" "" "3" "" "4" "" "4" "" "4" "" "4" "" "4" "" "5" "" "5" "" "female" "graduate" "morethan20" "m6p" "no" "no" "dontknow" "4" "" "25to34" ""
"1281" 1229 "ON" 410209327 "" "English11853" 11853 "y" "hco_thankyou.php" "" "24/03/2014" "19:57:53" "20:05:09" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53" "11" "English" 1245 54321 5 2 9 8 3 9 1 3 5 4 2 5 7 7 9 2 2 9 3 3 5 10 7 6 6 2 6 9 2 9 "" "" "" "" "" "" "" "" "" "" "5to9" "1" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "4" "" "3" "" "2" "" "3" "" "5" "" "5" "" "3" "" "5" "" "5" "" "5" "" "male" "graduate" "morethan20" "K1w" "no" "no" "CPC" "7" "2" "25to34" ""
"1282" 1231 "MR" 410075109 "" "English11855" 11855 "y" "hco_thankyou.php" "" "24/03/2014" "20:01:27" "20:12:00" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "11" "English" 1247 54321 6 7 6 9 7 9 5 2 9 10 7 6 4 2 6 8 8 6 1 7 1 7 7 9 3 8 5 2 2 1 "" "" "" "" "" "" "" "" "" "" "morethan100" "" "" "" "" "1" "" "" "" "1" "Work on the ocean" "" "" "" "" "1" "" "1" "" "" "" "atleast1wk" "5" "" "4" "" "5" "" "5" "" "5" "" "5" "" "1" "" "4" "" "5" "" "3" "" "noresponse" "graduate" "morethan20" "A1E" "no" "yes" "noparty" "9" "2" "45to54" "The questions are rather skewed. The diverse needs of ocean communities, industry, aboriginals are not easily catagorized as was done in this survey. Nor are the needs necessarily in conflict. There have been numerous successful programs which have encouraged cooperation between many competing interests. One area which is in danger is science research which is under attack from our current government."
"1283" 1232 "ON" 410184751 "" "English11856" 11856 "y" "hco_thankyou.php" "" "24/03/2014" "20:03:08" "20:09:58" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0;WUID=99E2876A7DAB4ECAAA7AA90E0C7BED4F;WTB=6533) like Gecko" "11" "English" 1248 12345 9 3 9 1 3 5 2 2 9 4 4 5 7 4 9 8 3 9 5 2 9 10 4 6 3 4 5 6 3 6 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "4" "" "3" "" "3" "" "3" "" "4" "" "4" "" "4" "" "3" "" "4" "" "3" "" "male" "college" "morethan20" "l4j" "no" "no" "noparty" "4" "3" "45to54" ""
"1284" 1233 "ON" 410162394 "" "English11857" 11857 "y" "hco_thankyou.php" "" "24/03/2014" "20:04:15" "20:09:37" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MATP; MATP; VER#6C#80837567566745485667484882; rv:11.0) like Gecko" "11" "English" 1249 54321 4 2 5 10 7 1 9 2 9 7 4 9 6 2 8 3 4 5 8 1 9 5 2 9 1 1 5 2 2 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "" "" "3" "" "female" "college" "morethan20" "l6a" "no" "no" "dontknow" "5" "3" "45to54" ""
"1285" 1234 "ON" 410116413 "" "English11858" 11858 "y" "hco_thankyou.php" "" "24/03/2014" "20:05:08" "20:14:49" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" "11" "English" 1250 12345 10 4 1 8 8 1 1 7 1 3 4 3 7 5 8 5 10 6 4 4 1 9 4 3 6 8 3 2 8 1 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "1" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "5" "" "3" "" "4" "" "5" "" "4" "" "4" "" "4" "" "4" "" "male" "graduate" "morethan20" "L7L" "no" "no" "CPC" "6" "6" "45to54" ""
"1286" 1235 "ON" 410098277 "" "English11859" 11859 "y" "hco_thankyou.php" "" "24/03/2014" "20:09:06" "20:16:27" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "English" 1251 54321 10 7 10 9 3 9 8 3 9 2 2 9 1 3 10 6 3 8 4 6 5 5 2 9 7 7 9 3 3 10 "" "" "" "" "" "" "" "" "" "" "none" "1" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "4" "" "" "" "4" "" "5" "" "4" "" "5" "" "5" "" "5" "" "4" "" "male" "bachelors" "morethan20" "L5N" "dontknow" "no" "noparty" "5" "3" "45to54" ""
"1287" 1239 "MR" 410194581 "" "English11863" 11863 "y" "hco_thankyou.php" "" "24/03/2014" "20:19:36" "20:31:18" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "English" 1255 54321 1 7 1 7 7 9 3 8 4 8 8 9 10 7 1 4 2 1 5 2 9 6 8 3 2 8 1 9 7 9 "checked" "" "checked" "checked" "checked" "" "" "checked" "checked" "checked" "morethan100" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "3to6yr" "3" "" "2" "" "3" "" "4" "" "4" "" "3" "" "3" "" "4" "" "5" "" "4" "" "female" "bachelors" "morethan20" "a1b" "no" "no" "CPC" "5" "2" "45to54" ""
"1288" 1241 "PR" 410036562 "" "English11865" 11865 "y" "hco_thankyou.php" "" "24/03/2014" "20:24:16" "20:32:39" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25" "11" "English" 1257 54321 6 2 6 9 2 9 5 2 9 10 10 6 4 2 6 8 8 6 1 3 1 7 7 9 3 3 4 2 2 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "1" "1" "" "1" "" "" "" "" "" "" "" "" "1" "" "" "3month" "4" "" "4" "" "3" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "female" "college" "morethan20" "S0K" "no" "no" "CPC" "5" "3" "25to34" ""
"1289" 1242 "ON" 410128816 "" "English11866" 11866 "y" "hco_thankyou.php" "" "24/03/2014" "20:27:20" "20:32:46" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 1258 12345 9 2 9 1 10 1 2 2 9 4 4 1 7 5 9 8 3 9 5 6 5 10 7 1 3 10 8 6 2 3 "" "" "" "" "" "" "" "" "" "" "10to29" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "4" "" "5" "" "4" "" "5" "" "4" "" "4" "" "4" "" "4" "" "4" "" "female" "HS" "morethan20" "P0M" "no" "no" "dontknow" "6" "5" "35to44" ""
"1290" 1243 "BC" 410084999 "" "English11867" 11867 "y" "hco_thankyou.php" "" "24/03/2014" "20:28:23" "20:37:45" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; VER#XC#80837571746745484878484853; MATBJS)" "11" "English" 1259 54321 4 4 1 10 7 10 9 3 9 7 7 9 6 3 2 3 3 10 8 3 9 5 6 10 1 3 1 2 8 1 "" "" "" "" "" "" "" "" "" "" "10to29" "" "" "" "" "" "1" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "5" "" "2" "" "4" "" "4" "" "4" "" "4" "" "5" "" "5" "" "5" "" "male" "bachelors" "morethan20" "V2A" "no" "yes" "liberal" "5" "1" "35to44" ""
"1291" 1244 "ON" 410119217 "" "English11868" 11868 "y" "hco_thankyou.php" "" "24/03/2014" "20:29:38" "20:34:54" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 1260 12345 10 4 7 8 3 9 1 3 7 3 3 10 7 4 7 5 2 10 4 2 5 9 2 7 6 2 7 2 2 10 "" "" "" "" "" "" "" "" "" "" "none" "1" "1" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "3" "" "2" "" "3" "" "3" "" "4" "" "3" "" "4" "" "3" "" "4" "" "4" "" "male" "bachelors" "morethan20" "K2S" "no" "no" "noparty" "5" "3" "35to44" ""
"1292" 1245 "ON" 410199712 "" "English11869" 11869 "y" "hco_thankyou.php" "" "24/03/2014" "20:37:25" "20:45:18" "Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53" "11" "English" 1261 54321 10 1 4 9 3 9 8 3 8 2 2 9 1 3 5 6 3 6 4 2 5 5 2 5 7 7 9 3 3 5 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "4" "" "3" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "4" "" "female" "college" "morethan20" "K1E" "no" "no" "dontknow" "9" "2" "45to54" "We need to protect our oceans and sea life."
