"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments"
"373","QC",410147141,NA,"FRENCH10931",10931,"y","hco_thankyou.php",NA,"24/03/2014","17:15:33","17:21:18","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; MDDR; InfoPath.2; MS-RTC LM 8)",11,"FRENCH",1379,54321,9,3,9,1,3,5,10,7,4,4,2,5,3,3,10,8,3,8,2,2,10,6,2,6,5,2,6,7,7,5,"","","","","","","","","","","none",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,2,NA,3,NA,4,NA,4,NA,3,NA,3,NA,4,NA,3,NA,3,NA,"male","college","morethan20","j5r","no","no","noresponse",9,3,"45to54",""
"374","QC",410040453,NA,"FRENCH10932",10932,"y","hco_thankyou.php",NA,"24/03/2014","17:17:54","17:24:13","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)",11,"FRENCH",1380,12345,4,2,1,6,2,6,1,10,1,10,7,1,5,2,6,2,2,1,7,7,8,8,3,6,9,2,4,3,10,8,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,5,NA,5,NA,4,NA,"female","bachelors","morethan20","H7T","no","no","dontknow",4,2,"35to44",""
"376","QC",410208967,NA,"FRENCH10934",10934,"y","hco_thankyou.php",NA,"24/03/2014","17:22:33","17:28:21","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",11,"FRENCH",1382,12345,10,6,10,5,6,10,7,7,9,9,3,4,4,6,4,8,6,9,2,8,9,3,3,10,6,3,2,1,3,10,"","","","","","","","","","","5to9",NA,NA,NA,NA,1,1,1,NA,1,"nage",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,5,NA,4,NA,5,NA,5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,"male","college","morethan20","J3V","no","no","noparty",5,2,"25to34",""
"377","QC",410042948,NA,"FRENCH10935",10935,"y","hco_thankyou.php",NA,"24/03/2014","17:23:21","17:42:02","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1383,54321,7,7,9,2,1,10,5,6,10,8,1,8,6,7,8,4,1,4,1,7,10,10,7,10,3,3,4,9,7,9,"","","","","","","checked","","","","50to100",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,4,NA,4,NA,5,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"male","bachelors","morethan20","g0x","no","yes","dontknow",3,2,"55to64",""
"378","QC",410044107,NA,"FRENCH10936",10936,"y","hco_thankyou.php",NA,"24/03/2014","17:25:57","17:34:26","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1384,12345,2,2,9,8,3,9,9,2,9,3,10,5,5,2,9,6,2,6,4,2,6,7,7,9,1,3,1,10,10,6,"","","","","","","","","","","lessthan5",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,1,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","G1H","no","no","liberal",1,2,"45to54","Merci pour les sondages Linda"
"381","QC",410216335,NA,"FRENCH10939",10939,"y","hco_thankyou.php",NA,"24/03/2014","17:38:26","17:48:54","Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1387,54321,2,2,9,4,2,1,9,2,9,10,7,4,1,7,1,7,7,9,3,3,8,6,2,8,8,3,9,5,2,9,"","","","","","","","","","","5to9",1,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,3,NA,5,NA,5,NA,4,NA,"female","college","morethan20","H1K","yes","dontknow","noresponse",5,4,"35to44",""
"384","QC",410158720,NA,"FRENCH10942",10942,"y","hco_thankyou.php",NA,"24/03/2014","18:03:25","18:10:29","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"FRENCH",1390,12345,4,2,6,3,3,4,5,2,9,9,2,4,10,7,6,6,2,6,2,2,1,1,7,1,7,8,4,8,8,6,"","","","","","","","","","","10to29",NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,1,NA,3,NA,4,NA,4,NA,5,NA,4,NA,4,NA,5,NA,4,NA,"female","college","morethan20","J3y","no","no","dontknow",9,NA,"45to54",""
"385","QC",410157633,NA,"FRENCH10943",10943,"y","hco_thankyou.php",NA,"24/03/2014","18:12:57","18:20:17","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1391,54321,7,7,5,8,3,9,4,2,5,9,7,9,10,7,10,1,3,5,6,3,8,3,3,5,2,2,9,5,2,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"female","college","morethan20","J0H","no","no","noresponse",3,2,"35to44","0"
"386","QC",410157876,NA,"FRENCH10944",10944,"y","hco_thankyou.php",NA,"24/03/2014","18:13:34","18:20:07","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",11,"FRENCH",1392,12345,1,7,10,9,7,9,6,7,8,8,3,1,7,7,5,4,6,5,10,7,10,3,3,8,2,8,1,5,6,5,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,"female","bachelors","morethan20","G0R","no","yes","noparty",6,2,"35to44",""
"388","QC",410145377,NA,"FRENCH10946",10946,"y","hco_thankyou.php",NA,"24/03/2014","18:32:48","18:37:54","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1394,12345,10,1,4,3,3,8,4,2,4,7,7,4,9,2,9,6,6,8,2,2,8,8,1,8,1,1,5,5,5,9,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",3,NA,2,NA,3,NA,5,NA,5,NA,4,NA,3,NA,4,NA,5,NA,4,NA,"male","HS","morethan20","j7z","no","no","noresponse",4,1,"45to54",""
"389","QC",410173099,NA,"FRENCH10947",10947,"y","hco_thankyou.php",NA,"24/03/2014","18:38:00","18:45:50","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1395,54321,9,7,9,7,8,5,3,8,4,2,2,9,8,8,9,5,2,5,1,7,5,6,7,6,10,7,1,4,2,4,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,5,NA,"female","HS","morethan20","j0k","no","no","NDP",4,2,"45to54",""
"390","QC",410042202,NA,"FRENCH10948",10948,"y","hco_thankyou.php",NA,"24/03/2014","18:46:40","18:53:33","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1396,12345,2,2,9,8,6,9,7,7,9,5,2,9,1,7,10,6,2,8,9,2,9,10,7,10,4,2,4,3,3,10,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,1,NA,5,NA,5,NA,3,NA,3,NA,3,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","j3l","no","no","green",9,4,"35to44",""
"392","QC",410082008,NA,"FRENCH10950",10950,"y","hco_thankyou.php",NA,"24/03/2014","19:05:33","19:17:41","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322; InfoPath.1)",11,"FRENCH",1398,12345,7,7,9,8,3,1,4,2,1,9,7,9,10,7,1,1,3,1,6,3,6,3,3,10,2,2,1,5,2,10,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,2,NA,4,NA,5,NA,4,NA,1,NA,3,NA,5,NA,5,NA,"female","somepost","morethan20","J7V","no","no","noparty",6,2,"45to54",""
"393","QC",410209504,NA,"FRENCH10951",10951,"y","hco_thankyou.php",NA,"24/03/2014","19:24:19","19:30:30","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1399,54321,1,3,5,9,2,9,6,2,8,8,3,9,7,7,9,4,2,5,10,7,1,3,3,5,2,2,9,5,2,9,"","","","","","","","","","","none",1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","HS","morethan20","j9t","no","yes","noparty",2,1,"35to44",""
"394","QC",410142609,NA,"FRENCH10952",10952,"y","hco_thankyou.php",NA,"24/03/2014","19:58:26","20:10:41","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/6.1.2 Safari/537.74.9",11,"FRENCH",1400,12345,8,3,9,1,7,10,5,2,6,9,7,9,6,2,6,2,1,9,4,1,6,3,3,10,10,7,10,7,7,9,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"female","bachelors","morethan20","J0E","no","no","noresponse",5,1,"45to54",""
"395","QC",410047669,NA,"FRENCH10953",10953,"y","hco_thankyou.php",NA,"24/03/2014","20:01:18","20:14:05","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1401,54321,10,7,10,3,8,3,4,2,4,7,7,9,9,2,9,6,2,3,2,2,9,8,8,9,1,7,3,5,2,9,"","","","","","","","","","","none",1,1,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,1,NA,4,NA,4,NA,4,NA,3,NA,1,NA,3,NA,5,NA,4,NA,"female","college","morethan20","J7N","no","yes","dontknow",5,2,"25to34",""
"396","QC",410091963,NA,"FRENCH10954",10954,"y","hco_thankyou.php",NA,"24/03/2014","20:05:57","20:11:53","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; InfoPath.3)",11,"FRENCH",1402,12345,9,2,9,7,7,5,3,3,5,2,2,1,8,3,6,5,2,6,4,2,5,10,4,1,6,2,6,1,3,1,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"female","college","morethan20","h2c","no","no","liberal",3,NA,"45to54",""
"397","QC",410177722,NA,"FRENCH10955",10955,"y","hco_thankyou.php",NA,"24/03/2014","20:11:57","20:17:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1403,54321,8,3,8,10,4,6,5,5,2,2,9,2,4,4,2,3,4,8,9,4,2,1,5,1,7,4,8,6,3,2,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,5,NA,4,NA,4,NA,4,NA,5,NA,3,NA,4,NA,4,NA,4,NA,"male","graduate","morethan20","j4j","no","no","Bloc",6,1,"45to54",""
"399","QC",410144442,NA,"FRENCH10957",10957,"y","hco_thankyou.php",NA,"24/03/2014","20:19:23","20:25:53","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1405,54321,8,3,9,4,2,5,3,5,4,1,10,7,10,4,1,7,5,7,2,2,9,9,2,9,5,2,9,6,2,7,"","","","checked","checked","","","","","checked","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"female","somepost","morethan20","J0L","no","no","dontknow",3,1,"45to54",""
"400","QC",410021252,NA,"FRENCH10958",10958,"y","hco_thankyou.php",NA,"24/03/2014","20:25:09","20:30:53","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",11,"FRENCH",1406,12345,4,2,1,3,8,10,5,2,10,7,8,4,1,7,10,9,2,4,8,8,1,10,7,1,6,2,6,2,2,1,"","","","","","","","","","","lessthan5",NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,1,NA,2,NA,4,NA,4,NA,4,NA,3,NA,3,NA,4,NA,4,NA,"male","bachelors","morethan20","j1n","no","no","dontknow",4,3,"45to54",""
"402","QC",410086192,NA,"FRENCH10960",10960,"y","hco_thankyou.php",NA,"24/03/2014","20:32:14","20:37:32","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1408,12345,2,2,1,1,10,1,9,2,9,5,2,6,6,2,6,7,4,9,4,2,6,3,3,8,10,4,1,8,3,6,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,"male","HS","morethan20","J2N","no","no","CPC",3,1,"45to54",""
"404","QC",410207843,NA,"FRENCH10962",10962,"y","hco_thankyou.php",NA,"24/03/2014","21:03:25","21:09:47","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",11,"FRENCH",1410,12345,6,2,6,4,2,1,9,2,9,7,7,9,5,2,9,8,3,9,3,5,8,2,2,9,10,4,1,1,5,1,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,1,NA,4,NA,5,NA,4,NA,4,NA,4,NA,5,NA,4,NA,3,NA,"female","","morethan20","G8V","no","no","liberal",4,4,"35to44",""
"405","QC",410020039,NA,"FRENCH10963",10963,"y","hco_thankyou.php",NA,"24/03/2014","21:03:47","21:10:56","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1411,54321,6,3,6,5,5,6,1,1,10,7,7,8,2,2,1,4,4,5,8,8,9,10,10,7,9,9,3,3,3,4,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","college","morethan20","h3n","no","no","noresponse",2,4,"35to44",""
"406","QC",410145569,NA,"FRENCH10964",10964,"y","hco_thankyou.php",NA,"24/03/2014","21:11:46","21:18:43","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",11,"FRENCH",1412,12345,6,3,6,9,3,9,10,7,1,8,3,9,3,3,5,5,2,9,2,2,9,1,7,10,4,2,5,7,7,9,"","","","","","","","","","","10to29",1,1,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,1,1,NA,NA,NA,NA,"","atleast1wk",5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,4,NA,"male","bachelors","11to20","h7l","no","no","liberal",7,4,"35to44",""
"408","QC",410150473,NA,"FRENCH10966",10966,"y","hco_thankyou.php",NA,"24/03/2014","21:30:20","21:41:52","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"FRENCH",1414,12345,5,2,9,10,7,4,3,8,5,6,2,6,2,2,9,9,2,9,8,8,9,1,7,5,4,2,4,7,7,9,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,3,NA,3,NA,4,NA,4,NA,3,NA,3,NA,3,NA,4,NA,4,NA,"female","college","morethan20","G6Z","no","no","liberal",6,4,"45to54",""
"409","QC",410166293,NA,"FRENCH10967",10967,"y","hco_thankyou.php",NA,"24/03/2014","21:44:01","21:51:07","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1415,54321,10,7,1,6,2,6,7,7,9,1,3,1,3,3,5,4,2,1,2,2,9,5,2,9,9,2,9,8,3,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,2,NA,1,NA,3,NA,2,NA,4,NA,2,NA,4,NA,5,NA,4,NA,"male","somepost","morethan20","G0X","no","no","liberal",5,2,"25to34",""
"410","QC",410069131,NA,"FRENCH10968",10968,"y","hco_thankyou.php",NA,"24/03/2014","22:00:31","22:09:01","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"FRENCH",1416,12345,7,7,9,5,2,9,9,2,9,8,8,9,10,7,6,6,2,6,4,2,6,1,7,10,3,8,4,2,2,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,1,NA,3,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,4,NA,"female","bachelors","morethan20","G3J","no","no","dontknow",6,4,"25to34",""
"411","QC",410177122,NA,"FRENCH10969",10969,"y","hco_thankyou.php",NA,"24/03/2014","22:05:23","22:11:36","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; BTRS101581; InfoPath.1)",11,"FRENCH",1417,54321,7,7,4,1,7,10,2,2,9,4,2,6,5,2,9,10,7,4,3,3,4,9,7,4,6,3,6,8,3,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,"","3to6yr",4,NA,3,NA,4,NA,4,NA,4,NA,5,NA,4,NA,4,NA,4,NA,4,NA,"male","HS","morethan20","G3C","no","yes","noparty",5,2,"45to54",""
"412","QC",410157128,NA,"FRENCH10970",10970,"y","hco_thankyou.php",NA,"24/03/2014","22:16:06","22:22:01","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1418,12345,9,2,9,8,3,1,3,4,5,6,2,6,4,2,1,1,10,1,2,2,1,7,4,9,10,4,6,5,10,6,"","","","","","","","","","","lessthan5",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,3,NA,4,NA,4,NA,3,NA,2,NA,4,NA,4,NA,3,NA,4,NA,"female","bachelors","morethan20","j6a","no","yes","liberal",8,5,"45to54",""
"414","QC",410086014,NA,"FRENCH10972",10972,"y","hco_thankyou.php",NA,"24/03/2014","22:21:37","22:36:45","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",11,"FRENCH",1420,12345,2,2,10,4,2,6,8,3,9,10,7,1,5,2,9,9,7,9,3,3,5,6,2,6,7,7,9,1,3,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",3,NA,3,NA,3,NA,3,NA,4,NA,4,NA,4,NA,3,NA,5,NA,5,NA,"male","HS","morethan20","j4l","no","no","noresponse",3,3,"55to64",""
"415","QC",410022741,NA,"FRENCH10973",10973,"y","hco_thankyou.php",NA,"24/03/2014","22:34:46","22:39:59","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.2; BRI/2)",11,"FRENCH",1421,54321,2,10,9,3,8,10,1,5,7,6,6,8,9,2,9,7,7,9,4,4,6,5,9,5,10,4,6,8,9,6,"","","","","","","","","","","5to9",1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,"male","bachelors","morethan20","g5r","no","no","liberal",6,4,"45to54",""
"416","QC",410214224,NA,"FRENCH10974",10974,"y","hco_thankyou.php",NA,"24/03/2014","23:22:23","23:30:02","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",11,"FRENCH",1422,12345,8,3,8,3,3,8,5,2,6,7,4,8,2,2,8,6,2,6,10,4,6,1,3,1,4,2,6,9,2,9,"","","","","","","","","","","5to9",1,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","Never",4,NA,3,NA,4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","HS","morethan20","G8W","no","no","Bloc",4,2,"45to54",""
"418","QC",410147480,NA,"FRENCH10976",10976,"y","hco_thankyou.php",NA,"24/03/2014","23:44:53","23:55:26","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1424,12345,10,7,4,6,3,6,7,7,9,1,3,10,3,3,4,4,2,4,2,2,9,5,2,9,9,2,9,8,3,9,"","","","","","","","","","","none",1,1,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,1,NA,4,NA,5,NA,4,NA,5,NA,4,NA,4,NA,5,NA,4,NA,"female","bachelors","morethan20","G0X","no","no","dontknow",9,5,"35to44",""
"419","QC",410145150,NA,"FRENCH10977",10977,"y","hco_thankyou.php",NA,"24/03/2014","23:59:12","0:08:04","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0",11,"FRENCH",1425,54321,7,7,4,5,2,10,9,2,4,8,3,1,10,6,4,6,2,8,4,2,4,1,7,10,3,3,4,2,2,10,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,2,NA,5,NA,4,NA,4,NA,3,NA,5,NA,5,NA,4,NA,"male","college","morethan20","H2P","no","no","green",6,2,"45to54",""
"420","QC",410020097,NA,"FRENCH10978",10978,"y","hco_thankyou.php",NA,"25/03/2014","0:00:16","0:05:35","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",11,"FRENCH",1426,12345,7,8,9,1,10,1,2,2,9,4,2,1,5,2,9,10,10,1,3,10,5,9,2,9,6,2,6,8,8,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",3,NA,3,NA,4,NA,3,NA,3,NA,3,NA,3,NA,4,NA,3,NA,3,NA,"male","somepost","morethan20","g5y","no","no","CPC",4,1,"25to34",""
