"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments","zeros","NAs","data2$repeated"
"318","BC","410190524",NA,"English340",340,"y","hco_thankyou.php",NA,"19/03/2014","0:43:36","0:55:23","Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",2325,12345,9,7,9,1,7,10,2,2,10,4,2,1,7,7,4,8,3,9,5,2,10,10,7,4,3,3,4,6,7,8,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","V6T","yes","yes","green",9,"2","65plus","",0,0,0
"319","BC","410122431",NA,"English341",341,"y","hco_thankyou.php",NA,"19/03/2014","0:44:15","0:56:22","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2326,54321,4,2,5,10,1,7,9,2,7,7,4,5,6,3,8,3,3,5,8,3,9,5,2,5,1,3,5,2,2,9,"","","","","","","","","","","morethan100",1,NA,NA,NA,NA,NA,NA,NA,1,"beach walks",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",3,NA,2,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","v9m","no","no","dontknow",3,"1","45to54","thought prevocing",0,0,0
"320","BC","410332054",NA,"English342",342,"y","hco_thankyou.php",NA,"19/03/2014","0:58:33","1:04:09","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.8",11,"English",2327,12345,10,6,10,8,6,9,1,7,3,3,4,5,7,7,9,5,2,9,4,2,5,9,2,9,6,2,3,2,2,9,"","","","","","","","","","","50to100",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",5,NA,1,NA,5,NA,5,NA,5,NA,3,NA,3,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","V3R","no","no","NDP",9,"3","25to34","",0,0,0
"321","BC","410295427",NA,"English343",343,"y","hco_thankyou.php",NA,"19/03/2014","1:21:07","1:28:08","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2328,54321,10,4,1,9,4,3,8,8,1,2,10,1,1,10,1,6,7,3,5,2,9,7,4,5,3,4,3,4,4,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,4,NA,3,NA,5,NA,4,NA,3,NA,3,NA,3,NA,3,NA,"male","somepost","morethan20","v2y","no","no","CPC",5,"2","55to64","",0,0,0
"322","BC","410322749",NA,"English344",344,"y","hco_thankyou.php",NA,"19/03/2014","1:26:19","1:33:55","Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",2329,12345,8,6,9,6,7,8,4,6,1,1,3,10,2,1,9,3,3,10,10,6,1,9,7,9,7,7,9,5,6,9,"","","","","","","","","","","50to100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"female","graduate","morethan20","V2R","no","no","noparty",1,"2","65plus","Have a great day",0,0,0
"323","BC","410343727",NA,"English345",345,"y","hco_thankyou.php",NA,"19/03/2014","1:29:04","1:36:44","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2330,54321,1,3,1,2,2,9,4,2,5,6,2,8,10,7,1,3,3,5,8,3,9,7,7,9,9,2,9,5,2,9,"","","","","","","","","","","none",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,3,NA,5,NA,5,NA,3,NA,3,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","V2P","no","no","green",3,"1","65plus","",0,0,0
"324","BC","410334895",NA,"English346",346,"y","hco_thankyou.php",NA,"19/03/2014","1:34:58","1:46:56","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENCA)",11,"English",2331,12345,10,7,1,3,3,5,1,7,1,5,2,9,4,2,1,9,2,9,8,8,1,6,2,6,7,7,9,2,2,1,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,4,NA,5,NA,5,NA,5,NA,5,NA,4,NA,5,NA,4,NA,"female","somepost","morethan20","v3c","no","no","NDP",5,"2","55to64","",0,0,0
"325","BC","410317254",NA,"English347",347,"y","hco_thankyou.php",NA,"19/03/2014","2:10:14","2:24:08","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",11,"English",2332,54321,1,3,10,7,5,9,3,3,8,8,3,9,10,4,10,4,2,4,5,2,9,6,2,8,2,2,9,9,2,9,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","V0R","yes","yes","green",4,"2","65plus","I hope your findings are put to good use. Looking after our oceans are of PRIMARY importance.",0,0,0
"326","BC","410077887",NA,"English348",348,"y","hco_thankyou.php",NA,"19/03/2014","2:36:25","2:51:07","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9",11,"English",2333,12345,2,2,1,5,2,9,6,3,6,4,2,1,9,7,9,1,3,1,8,3,1,7,7,9,3,3,10,10,7,1,"","","checked","","","","","","","","dontknow",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,3,NA,5,NA,5,NA,4,NA,3,NA,4,NA,5,NA,5,NA,"male","somepost","morethan20","V4A","no","no","noparty",4,"2","65plus","Protecting the oceans is critical to the survival of the human race.",0,0,0
"327","BC","410060969",NA,"English349",349,"y","hco_thankyou.php",NA,"19/03/2014","2:39:07","2:55:45","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",2334,54321,6,6,8,9,7,9,5,2,9,10,7,1,4,4,1,8,3,9,1,7,1,7,7,9,3,3,8,2,10,1,"","","","","","","","","","","10to29",1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","","no","yes","dontknow",5,"2","65plus","",0,0,0
"328","BC","410346357",NA,"English350",350,"y","hco_thankyou.php",NA,"19/03/2014","2:41:38","2:53:00","Mozilla/5.0 (Linux; U; Android 4.0.3; en-us; Amaze_4G Build/IML74K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",11,"English",2335,12345,9,2,9,1,7,1,2,2,9,4,2,6,7,8,9,8,8,1,5,2,9,10,7,1,3,4,10,6,2,3,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",2,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,1,NA,"male","bachelors","morethan20","v6m","no","no","CPC",5,"3","35to44","",0,0,0
"329","BC","410089482",NA,"English351",351,"y","hco_thankyou.php",NA,"19/03/2014","2:53:17","3:07:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2336,54321,4,2,5,10,7,10,9,3,9,7,7,5,6,2,8,3,3,5,8,3,1,5,2,9,1,3,1,2,2,8,"","","","","","","","","","","none",1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,2,NA,5,NA,5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,"male","college","morethan20","V0B","no","no","green",6,"2","55to64","This survey was very interesting and informative. Absolutely loved it. Thanks",0,0,0
"330","BC","410279000",NA,"English352",352,"y","hco_thankyou.php",NA,"19/03/2014","3:26:00","3:33:22","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2337,12345,10,7,1,8,3,9,1,3,5,3,3,5,7,7,9,5,2,9,4,2,5,9,7,9,6,7,8,2,2,9,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","v2a","yes","yes","noresponse",3,"2","55to64","Clean, accessable water is critical to all life forms, and must be protected at all costs!",0,0,0
"331","BC","410317129",NA,"English353",353,"y","hco_thankyou.php",NA,"19/03/2014","3:30:46","3:37:28","Mozilla/5.0 (iPad; U; CPU OS 4_3_3 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5",11,"English",2338,54321,10,4,1,9,3,9,8,3,1,2,8,1,1,5,1,6,3,6,5,2,9,7,8,9,3,3,5,4,2,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,1,NA,NA,"Crusing",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","bachelors","11to20","V7X","no","no","noparty",4,"2","35to44","",0,0,0
"332","BC","410059668",NA,"English354",354,"y","hco_thankyou.php",NA,"19/03/2014","3:34:44","3:42:13","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0E; .NET CLR 1.1.4322; .NET4.0C)",11,"English",2339,12345,8,3,8,6,2,8,4,2,6,1,3,5,2,2,9,3,3,10,10,7,10,9,2,9,7,7,9,5,2,9,"","","","","","","","","","","50to100",NA,1,NA,1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,1,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","V1W","no","no","noparty",3,"2","65plus","",0,0,0
"333","BC","410197050",NA,"English355",355,"y","hco_thankyou.php",NA,"19/03/2014","4:09:15","4:15:22","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MASMJS; rv:11.0) like Gecko",11,"English",2340,54321,1,3,1,2,2,9,4,2,5,6,2,7,10,6,1,3,3,8,8,6,9,7,7,9,9,2,9,5,2,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","v3s","no","no","noresponse",4,"2","25to34","",0,0,0
"334","BC","410304760",NA,"English356",356,"y","hco_thankyou.php",NA,"19/03/2014","4:11:49","4:28:12","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",11,"English",2341,12345,10,7,1,3,3,5,1,3,1,5,2,9,4,2,1,9,7,9,8,3,9,6,2,6,7,7,9,2,2,9,"","","","","","","","","","","morethan100",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,4,NA,4,NA,5,NA,5,NA,4,NA,5,NA,4,NA,5,NA,4,NA,"male","bachelors","2to5","V7E","no","no","noresponse",3,"4","45to54","",0,0,0
"335","BC","410341089",NA,"English357",357,"y","hco_thankyou.php",NA,"19/03/2014","4:25:08","4:39:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2342,54321,1,7,5,7,7,5,3,3,5,8,3,1,10,7,6,4,2,5,5,2,5,6,2,6,2,2,1,9,2,9,"","","","","checked","","","","","","30to49",1,NA,1,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,2,NA,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","bachelors","morethan20","v5j","no","no","liberal",6,"2","25to34","",0,0,0
"336","BC","410103875",NA,"English358",358,"y","hco_thankyou.php",NA,"19/03/2014","4:33:47","4:46:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2343,12345,2,2,8,5,10,5,6,2,8,4,1,5,9,7,9,3,3,8,10,4,10,7,7,8,1,7,10,8,3,8,"","","","checked","","","checked","","checked","checked","10to29",NA,NA,NA,NA,NA,NA,NA,NA,1,"cruise",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3,NA,5,NA,5,NA,5,NA,"male","HS","morethan20","V1T","no","no","NDP",4,"","65plus","",0,0,0
"337","BC","410173958",NA,"English359",359,"y","hco_thankyou.php",NA,"19/03/2014","5:00:56","5:14:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2344,54321,2,2,9,8,3,9,3,3,5,6,3,6,1,3,5,7,7,9,9,3,9,10,7,10,4,2,5,5,2,9,"","","","","","","","","","","morethan100",1,NA,NA,1,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","V0R","no","no","dontknow",4,"5","45to54","",0,0,0
"338","BC","410301275",NA,"English360",360,"y","hco_thankyou.php",NA,"19/03/2014","5:12:42","5:38:39","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; ASU2JS; rv:11.0) like Gecko",11,"English",2345,12345,3,3,10,10,4,1,9,7,9,8,3,9,6,3,6,2,8,2,7,7,9,4,4,1,1,3,10,5,2,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,NA,1,"beach combing",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","elementary","morethan20","V8C","no","no","CPC",3,"2","55to64","",0,0,0
"339","BC","410082985",NA,"English361",361,"y","hco_thankyou.php",NA,"19/03/2014","5:29:16","5:41:03","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2346,54321,1,3,5,6,2,6,9,2,9,2,2,1,8,3,6,5,2,6,4,2,1,7,7,5,10,10,6,3,10,5,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,NA,NA,1,"tanning",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,3,NA,5,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","v2s","no","no","dontknow",3,"1","55to64","",0,0,0
"340","BC","410345413",NA,"English362",362,"y","hco_thankyou.php",NA,"19/03/2014","5:38:06","5:56:53","Mozilla/5.0 (iPod; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B500 Safari/8536.25",11,"English",2347,12345,6,3,8,2,2,9,3,3,8,7,9,4,9,3,9,10,7,1,8,3,9,1,3,1,5,2,9,4,2,1,"","","","checked","checked","","","","checked","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,2,NA,2,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","V2R","no","no","green",6,"2","65plus","",0,0,0
"341","BC","410237929",NA,"English363",363,"y","hco_thankyou.php",NA,"19/03/2014","9:21:57","9:35:43","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; Touch; MDDCJS)",11,"English",2348,54321,3,3,5,1,3,1,5,2,9,4,2,1,6,3,6,2,2,9,10,7,1,7,8,9,9,3,9,8,3,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","V0E","no","no","dontknow",9,"1","65plus","Refuse to buy any products from other countries",0,0,0
"342","BC","410064963",NA,"English364",364,"y","hco_thankyou.php",NA,"19/03/2014","11:23:24","11:36:03","Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",11,"English",2349,12345,2,8,9,9,7,9,10,7,10,5,6,9,3,3,10,1,3,10,4,5,4,8,8,9,7,8,9,6,7,3,"","","","","","","","","","","50to100",1,NA,NA,NA,NA,NA,1,NA,1,"Walking on nature trails",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","HS","morethan20","V9V","no","no","noresponse",3,"2","65plus","",0,0,0
"343","BC","410313439",NA,"English365",365,"y","hco_thankyou.php",NA,"19/03/2014","13:57:06","14:03:53","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11",11,"English",2350,54321,9,3,9,3,3,10,7,5,9,10,7,10,5,5,9,6,3,8,1,3,10,4,5,6,8,3,9,2,1,9,"","","","","","","","","","","morethan100",1,NA,NA,NA,NA,NA,NA,NA,1,"hiking/walking on beaches",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,2,NA,4,NA,2,NA,4,NA,3,NA,4,NA,4,NA,5,NA,"female","bachelors","morethan20","V8N","dontknow","no","NDP",7,"3","55to64","",0,0,1
"344","BC","410067014",NA,"English366",366,"y","hco_thankyou.php",NA,"19/03/2014","14:19:44","14:29:01","Mozilla/5.0 (Windows NT 6.0; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",2351,12345,5,2,9,2,2,9,3,3,4,8,3,1,4,2,1,7,8,9,1,3,1,6,2,7,10,7,1,9,2,9,"","","","","","","","","","","morethan100",1,NA,NA,1,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,2,NA,3,NA,4,NA,3,NA,2,NA,4,NA,4,NA,4,NA,4,NA,"male","somepost","morethan20","v1r","no","no","liberal",5,"2","65plus","",0,0,0
"345","BC","410334488",NA,"English367",367,"y","hco_thankyou.php",NA,"19/03/2014","15:41:14","15:52:57","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",2352,54321,8,8,9,10,7,4,4,2,4,6,8,6,1,7,1,5,10,9,9,7,9,2,8,9,3,8,4,7,8,9,"","","","","","","","","","","morethan100",NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,3,NA,5,NA,5,NA,"male","graduate","morethan20","V2L","no","no","liberal",5,"1","65plus","",0,0,0
"347","BC","410276634",NA,"English369",369,"y","hco_thankyou.php",NA,"19/03/2014","16:09:45","16:23:38","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.1.4322; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET4.0C)",11,"English",2354,54321,4,2,1,9,2,9,1,7,1,3,3,8,8,3,1,2,2,1,6,2,8,7,7,8,10,7,1,5,2,9,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,4,NA,4,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","V5J","no","no","noparty",9,"1","65plus","The oceans MUST be shared by all Canadians Extra fishing rights and many other extra treatment for the bloody indians MUST stop!!! Thats why I answered that my ideals do not aline with any political party. One of our political groups must grow a pair and start dealing with all Canadians as equals!!!!!",0,0,0
"348","BC","410274723",NA,"English370",370,"y","hco_thankyou.php",NA,"19/03/2014","16:12:38","16:45:46","Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",2355,12345,3,3,8,10,10,1,9,3,9,8,3,8,6,3,2,2,10,9,1,3,5,5,2,6,4,2,4,7,4,7,"","","","","","","","","","","none",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","V3S","no","no","noparty",4,"3","65plus","Excellent",0,0,0
"349","BC","410013786",NA,"English371",371,"y","hco_thankyou.php",NA,"19/03/2014","16:18:21","16:29:10","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2356,54321,8,3,1,7,5,9,9,4,7,3,5,8,4,4,1,10,4,1,6,3,8,5,5,9,1,3,1,2,2,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,4,NA,3,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"male","HS","morethan20","v0k","yes","no","NDP",2,"2","55to64","My biggest peeve with our fisheries is the fish farms in the water. These farms should be on land where you don't have to worry about species escapes, sea lice, effluent etc. getting into the natural eco system.",0,0,0
"350","BC","410344102",NA,"English372",372,"y","hco_thankyou.php",NA,"19/03/2014","16:27:58","16:37:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2357,12345,1,3,5,2,2,9,8,3,9,3,3,10,4,2,4,5,2,9,10,7,10,6,2,6,7,7,9,9,2,9,"","","","checked","checked","","","checked","checked","checked","50to100",NA,1,NA,NA,NA,NA,1,NA,1,"beach walking, sailing",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,2,NA,2,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","v3e","yes","yes","dontknow",6,"2","25to34","",0,0,0
"352","BC","410296678",NA,"English374",374,"y","hco_thankyou.php",NA,"19/03/2014","17:33:16","17:37:45","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9",11,"English",2359,12345,4,2,6,7,4,7,8,1,6,6,2,6,1,1,7,3,4,5,10,4,7,2,2,9,5,2,6,9,2,7,"","","","","","","","","","","morethan100",NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","Never",3,NA,1,NA,4,NA,4,NA,3,NA,5,NA,5,NA,5,NA,5,NA,4,NA,"female","bachelors","morethan20","v8v","no","no","noparty",6,"2","25to34","",0,0,0
"353","BC","410336060",NA,"English375",375,"y","hco_thankyou.php",NA,"19/03/2014","17:50:18","18:29:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2360,54321,3,3,10,1,3,10,7,7,4,6,2,6,2,2,10,8,3,9,5,2,10,9,2,9,4,2,4,10,7,10,"","","","","","","","","","","50to100",1,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","v5y","no","yes","CPC",8,"2","25to34","",0,0,0
"355","BC","410324399",NA,"English377",377,"y","hco_thankyou.php",NA,"19/03/2014","18:25:49","18:37:16","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2362,54321,6,7,8,2,2,1,1,3,1,9,7,4,10,7,1,5,10,5,3,3,4,4,2,1,8,3,9,7,7,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,NA,1,"walking",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,5,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","V3B","no","no","noresponse",2,"1","65plus","",0,0,0
